symbol,date,source,gross_income,total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,total_assets,cash_and_short_term_investments,cash_only,total_non_current_assets,total_liabilities,total_current_liabilities,total_equity,stockholders_equity,net_operating_cash_flow,ebitda,total_debt,free_cash_flow,ebit,total_cash_and_due_from_banks
DUCK.JK,2020-09-30,3,11328480000,26978340000,-5560000000,,-6191260000,0,-5345090000,1283330000,1344583160000,701357270000,5440270000,204269730000,421652420000,395300330000,922930740000,909029880000,-31896680000,,,,,475917000000
