symbol,date,source,gross_income,total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,total_assets,cash_only,total_liabilities,total_current_liabilities,total_equity,stockholders_equity,net_operating_cash_flow,ebitda,total_debt,free_cash_flow,cash_and_short_term_investments,total_non_current_assets,ebit
AALI.JK,2024-03-31,3,582209000000,4799927000000,239010000000,71068000000,332642000000,92764000000,230530000000,1924690000,29552137000000,230662000000,6735835000000,4302613000000,22816302000000,22256992000000,1097451000000,443450000000,,919330000000,,21575238000000,403710000000
