symbol,date,source,gross_income,total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,total_assets,cash_and_short_term_investments,cash_only,total_non_current_assets,total_liabilities,total_current_liabilities,total_equity,stockholders_equity,net_operating_cash_flow,ebitda,total_debt,free_cash_flow,ebit,total_cash_and_due_from_banks
BEEF.JK,2024-03-31,3,40948510000,227921210000,18960000000,1525110000,17416790000,3111360000,14309470000,7031370000,933406400000,7299450000,7299450000,554430090000,778562290000,473196310000,154844110000,155419450000,-167273550000,21470000000,890000000,-198620000000,18941900000,
