symbol,date,source,gross_income,total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,total_assets,cash_only,total_liabilities,total_current_liabilities,total_equity,stockholders_equity,net_operating_cash_flow,ebitda,total_debt,free_cash_flow,cash_and_short_term_investments,total_non_current_assets,ebit
AALI.JK,2023-12-31,3,2770980000000,20745473000000,1259990000000,255431000000,1498402000000,410232000000,1055900000000,1924690000,28846243000000,215151000000,6280237000000,3882141000000,22566006000000,22016045000000,2538740000,1919710000000,4005050000000,1302400000000,,21728041000000,1753833000000
